sale_id,channel,discounted,total_amount,sale_date,customer_id,country
DE-403,App Mobile,0,336.24,2025-04-27,476,Germany
NL-404,E-commerce,0,225.88,2025-05-26,929,NL
IT-405,E-commerce,0,455.67,2025-05-20,657,Italy
PT-406,E-commerce,0,566.89,2025-05-14,677,Portugal
DE-407,App Mobile,0,560.0,2025-04-21,12,DE
NL-408,E-commerce,0,448.55,2025-04-05,202,Netherlands
NL-41,E-commerce,0,481.09,2025-04-14,367,NL
ES-410,E-commerce,0,816.6,2025-05-23,419,Spain
DE-411,App Mobile,1,393.19,2025-05-13,207,DE
DE-413,E-commerce,0,669.28,2025-06-17,69,Germany
DE-414,App Mobile,0,492.17,2025-06-14,404,germany
IT-416,App Mobile,0,357.92,2025-04-06,336,italy
DE-418,App Mobile,0,211.8,2025-05-06,384,germany
NL-419,E-commerce,0,673.59,2025-05-22,148,netherlands
DE-42,App Mobile,0,-186.91,2025-05-31,191,DE
FR-420,App Mobile,0,503.76,2025-06-16,828,France
FR-421,E-commerce,0,310.51,2025-05-19,230,FR
PT-423,App Mobile,1,238.34,2025-05-13,729,Portugal
PT-424,App Mobile,0,397.38,2025-05-22,956,portugal
FR-425,E-commerce,0,341.94,2025-04-16,124,France
ES-426,E-commerce,0,605.81,2025-06-15,38,Spain
FR-427,App Mobile,0,525.37,2025-06-17,401,France
IT-428,App Mobile,1,70.69,2025-05-14,556,IT
FR-429,App Mobile,0,554.35,2025-06-14,978,france
IT-43,App Mobile,0,478.95,2025-04-15,217,Italy
IT-430,E-commerce,0,346.27,2025-04-18,654,Italy
DE-432,E-commerce,0,432.21,2025-04-20,432,germany
FR-433,App Mobile,0,647.8,2025-05-30,608,FR
NL-435,App Mobile,0,300.68,2025-04-27,613,NL
FR-436,App Mobile,0,345.59,2025-04-28,481,France
FR-44,E-commerce,0,373.27,2025-05-14,957,France
PT-440,App Mobile,1,358.65,2025-05-15,698,portugal
DE-441,E-commerce,0,239.84,2025-04-28,858,germany
DE-442,E-commerce,1,339.49,2025-06-06,408,Germany
NL-444,E-commerce,0,487.51,2025-05-19,734,netherlands
PT-445,E-commerce,1,195.86,2025-05-06,852,PT
PT-447,App Mobile,0,433.9,2025-04-19,727,PT
NL-448,App Mobile,0,319.3,2025-04-29,143,netherlands
ES-449,E-commerce,0,274.72,2025-05-23,749,Spain
FR-450,App Mobile,0,540.03,2025-04-30,640,France
IT-451,E-commerce,0,485.52,2025-04-15,997,Italy
ES-452,App Mobile,0,341.2,2025-04-25,605,Spain
NL-458,App Mobile,0,670.95,2025-05-20,613,NL
FR-46,App Mobile,0,133.43,2025-06-14,386,France
FR-461,E-commerce,0,439.03,2025-05-27,607,france
DE-463,App Mobile,0,418.95,2025-06-13,497,DE
IT-465,E-commerce,0,572.22,2025-06-14,783,IT
NL-466,E-commerce,0,573.78,2025-04-17,538,NL
DE-467,App Mobile,0,425.23,2025-04-20,220,Germany
FR-468,App Mobile,0,334.88,2025-05-05,273,France
DE-469,E-commerce,0,316.23,2025-05-25,180,Germany
FR-470,App Mobile,0,526.46,2025-04-30,664,france
ES-473,E-commerce,0,270.72,2025-04-30,820,Spain
IT-474,App Mobile,0,549.22,2025-04-14,190,IT
DE-475,App Mobile,0,513.94,2025-04-28,831,Germany
FR-476,App Mobile,1,302.38,2025-05-17,511,France
FR-478,App Mobile,0,162.44,2025-04-14,957,france
DE-479,E-commerce,0,413.62,2025-05-20,908,Germany
NL-480,E-commerce,0,821.72,2025-04-24,455,NL
NL-482,App Mobile,0,306.9,2025-05-24,272,netherlands
FR-483,E-commerce,1,358.54,2025-06-06,547,France
DE-484,App Mobile,0,209.26,2025-04-26,218,Germany
DE-485,E-commerce,0,225.79,2025-06-13,822,Germany
ES-486,App Mobile,0,291.32,2025-04-19,241,Spain
PT-488,E-commerce,0,479.79,2025-05-15,682,PT
NL-489,E-commerce,0,378.07,2025-06-13,693,Netherlands
PT-490,App Mobile,0,454.26,2025-05-24,854,PT
NL-491,E-commerce,0,560.98,2025-05-23,699,NL
ES-495,E-commerce,0,780.29,2025-04-29,762,ES
PT-497,App Mobile,1,322.48,2025-05-13,588,PT
ES-498,E-commerce,0,509.91,2025-05-25,9,spain
DE-500,E-commerce,0,680.33,2025-04-26,348,germany
FR-503,E-commerce,0,297.86,2025-05-22,341,france
DE-504,App Mobile,0,458.7,2025-06-04,795,germany
FR-505,App Mobile,0,492.34,2025-05-23,36,FR
DE-506,E-commerce,0,570.95,2025-04-23,963,Germany
NL-509,E-commerce,0,253.64,2025-05-15,663,netherlands
DE-510,E-commerce,0,227.01,2025-04-30,892,Germany
ES-511,E-commerce,0,515.44,2025-04-04,754,ES
PT-512,App Mobile,0,412.13,2025-04-06,682,Portugal
FR-513,E-commerce,0,441.25,2025-06-14,474,France
FR-514,App Mobile,0,599.54,2025-06-17,397,FR
DE-515,E-commerce,0,627.9,2025-05-20,189,Germany
NL-516,E-commerce,0,390.32,2025-05-04,617,NL
IT-517,E-commerce,0,254.46,2025-06-05,525,italy
NL-518,E-commerce,0,544.28,2025-05-04,455,netherlands
DE-52,E-commerce,0,646.63,2025-05-21,438,Germany
FR-521,App Mobile,0,538.0,2025-05-04,851,france
DE-524,App Mobile,1,284.65,2025-05-15,144,Germany
DE-525,App Mobile,0,380.43,2025-05-21,908,Germany
DE-527,E-commerce,0,420.5,2025-05-28,160,DE
IT-528,App Mobile,1,333.83,2025-05-17,921,italy
IT-529,App Mobile,0,341.18,2025-04-14,566,IT
ES-53,E-commerce,0,324.33,2025-04-14,885,spain
ES-530,App Mobile,0,547.16,2025-04-19,398,ES
DE-531,App Mobile,0,417.74,2025-05-30,900,Germany
DE-534,App Mobile,0,385.1,2025-04-22,652,DE
DE-535,App Mobile,0,568.88,2025-05-31,174,Germany
DE-536,App Mobile,0,390.51,2025-06-05,47,DE
FR-537,E-commerce,0,254.97,2025-04-30,897,FR
PT-538,App Mobile,0,502.9,2025-06-05,739,portugal
NL-539,E-commerce,0,506.48,2025-04-26,422,netherlands
NL-54,App Mobile,0,416.34,2025-05-28,517,NL
FR-541,App Mobile,0,505.76,2025-04-27,877,france
PT-542,E-commerce,0,382.14,2025-05-24,771,Portugal
PT-543,E-commerce,0,403.83,2025-04-26,896,PT
ES-545,E-commerce,0,391.91,2025-04-05,99,ES
IT-546,E-commerce,0,184.6,2025-04-28,787,Italy
ES-548,App Mobile,0,635.8,2025-04-25,916,ES
FR-55,E-commerce,0,355.12,2025-04-17,511,FR
IT-550,E-commerce,0,335.22,2025-05-16,190,Italy
ES-551,E-commerce,0,274.53,2025-05-31,398,Spain
IT-552,App Mobile,1,377.54,2025-05-15,54,Italy
IT-553,App Mobile,1,276.39,2025-05-18,804,italy
PT-554,E-commerce,0,322.94,2025-06-13,861,PT
IT-555,App Mobile,0,376.87,2025-05-25,997,IT
FR-556,E-commerce,0,553.83,2025-04-30,751,FR
NL-557,App Mobile,0,423.11,2025-04-25,194,netherlands
IT-558,App Mobile,1,191.33,2025-05-17,525,italy
ES-559,E-commerce,1,393.0,2025-04-06,192,Spain
DE-56,App Mobile,0,337.98,2025-05-29,223,Germany
PT-561,E-commerce,1,416.29,2025-06-06,829,PT
FR-562,App Mobile,0,552.4,2025-04-18,225,France
FR-564,E-commerce,0,351.54,2025-05-28,511,France
FR-565,E-commerce,0,448.32,2025-05-04,751,FR
DE-566,E-commerce,0,382.77,2025-04-21,325,DE
NL-567,E-commerce,0,511.12,2025-05-17,686,NL
DE-571,App Mobile,0,859.38,2025-05-23,191,DE
FR-572,App Mobile,0,709.31,2025-04-22,506,France
ES-575,App Mobile,0,400.38,2025-04-27,5,Spain
FR-576,E-commerce,0,537.95,2025-06-13,20,france
DE-577,E-commerce,0,161.54,2025-05-27,958,Germany
IT-578,App Mobile,0,357.46,2025-04-25,849,italy
PT-580,App Mobile,0,422.78,2025-05-31,833,PT
DE-581,E-commerce,0,516.66,2025-05-31,125,germany
IT-582,E-commerce,0,308.11,2025-06-04,357,IT
IT-588,App Mobile,1,178.9,2025-05-14,898,italy
DE-589,App Mobile,0,372.08,2025-06-17,160,Germany
IT-59,E-commerce,0,435.92,2025-05-14,787,italy
DE-590,E-commerce,0,324.12,2025-04-13,512,germany
IT-591,E-commerce,0,616.58,2025-05-23,525,italy
NL-592,E-commerce,0,-134.93,2025-05-17,906,netherlands
PT-593,App Mobile,0,303.48,2025-06-16,758,PT
DE-594,App Mobile,0,493.31,2025-05-30,69,germany
FR-597,App Mobile,0,760.4,2025-04-18,132,France
PT-6,E-commerce,0,416.43,2025-06-14,659,PT
FR-601,E-commerce,0,542.92,2025-05-31,387,FR
IT-602,E-commerce,0,447.92,2025-04-28,284,Italy
FR-603,App Mobile,0,367.01,2025-05-31,182,france
ES-604,E-commerce,0,499.56,2025-05-26,338,ES
IT-605,App Mobile,0,411.94,2025-06-04,118,IT
FR-607,App Mobile,0,395.28,2025-04-30,785,France
FR-609,App Mobile,0,340.38,2025-05-22,946,FR
DE-61,App Mobile,0,370.24,2025-05-26,444,DE
NL-610,E-commerce,0,435.62,2025-05-30,504,Netherlands
DE-612,App Mobile,0,588.12,2025-05-25,488,DE
FR-613,E-commerce,0,562.46,2025-06-15,112,France
NL-614,App Mobile,0,498.27,2025-05-29,761,netherlands
FR-615,App Mobile,1,207.29,2025-05-16,23,France
ES-616,E-commerce,0,243.91,2025-04-23,838,spain
ES-617,E-commerce,0,566.22,2025-05-18,62,ES
PT-618,App Mobile,0,227.85,2025-04-19,653,PT
FR-619,App Mobile,1,232.25,2025-05-15,895,FR
ES-620,E-commerce,0,426.3,2025-05-20,65,Spain
NL-621,App Mobile,1,263.25,2025-05-15,86,Netherlands
IT-622,E-commerce,0,194.57,2025-04-26,217,italy
IT-623,E-commerce,0,284.26,2025-04-14,943,IT
DE-624,App Mobile,1,383.49,2025-05-13,223,germany
DE-626,App Mobile,0,147.29,2025-04-24,376,germany
IT-627,App Mobile,0,467.58,2025-05-23,973,italy
NL-629,App Mobile,0,400.35,2025-05-26,186,netherlands
FR-63,App Mobile,0,431.64,2025-05-04,35,FR
DE-630,E-commerce,0,466.2,2025-05-29,120,Germany
DE-632,App Mobile,1,240.4,2025-05-16,144,germany
NL-635,App Mobile,0,347.37,2025-04-16,104,NL
NL-637,App Mobile,0,298.98,2025-04-18,37,Netherlands
IT-639,E-commerce,0,499.62,2025-04-22,346,italy
DE-64,App Mobile,0,426.45,2025-05-21,795,germany
IT-640,App Mobile,0,521.41,2025-04-18,196,Italy
NL-642,E-commerce,0,504.5,2025-05-19,796,Netherlands
DE-643,E-commerce,0,506.83,2025-04-24,259,germany
IT-644,E-commerce,0,231.66,2025-04-04,374,IT
PT-645,E-commerce,0,640.26,2025-04-14,776,PT
NL-646,E-commerce,0,151.74,2025-05-14,396,Netherlands
IT-647,E-commerce,0,379.16,2025-04-30,688,IT
FR-65,E-commerce,0,326.98,2025-06-05,168,FR
FR-651,E-commerce,0,501.78,2025-04-16,225,FR
FR-653,E-commerce,0,644.06,2025-05-21,168,France
PT-654,App Mobile,0,328.98,2025-04-05,881,PT
DE-655,E-commerce,0,511.39,2025-04-24,16,germany
PT-658,App Mobile,0,374.25,2025-06-16,835,Portugal
DE-659,App Mobile,0,610.09,2025-04-17,656,germany
NL-660,App Mobile,0,368.79,2025-06-14,86,NL
PT-663,E-commerce,0,440.02,2025-06-04,780,portugal
DE-664,App Mobile,0,353.01,2025-06-14,493,germany
ES-665,E-commerce,0,440.01,2025-04-13,477,spain
NL-666,E-commerce,0,236.19,2025-05-24,743,Netherlands
DE-667,App Mobile,0,288.19,2025-04-15,218,germany
FR-668,E-commerce,0,321.6,2025-04-20,167,france
NL-67,App Mobile,0,414.7,2025-04-04,128,NL
ES-670,App Mobile,0,173.7,2025-05-27,820,spain
DE-672,App Mobile,0,337.28,2025-04-25,807,Germany
NL-675,E-commerce,0,102.61,2025-05-23,126,NL
IT-676,App Mobile,0,583.9,2025-05-20,254,italy
FR-677,E-commerce,0,112.89,2025-06-14,827,FR
NL-678,E-commerce,0,562.42,2025-05-04,37,NL
FR-68,E-commerce,0,740.54,2025-05-23,413,France
IT-686,E-commerce,0,207.3,2025-05-30,25,IT
PT-689,App Mobile,0,405.34,2025-04-15,891,Portugal
IT-691,App Mobile,0,475.07,2025-06-17,33,italy
ES-694,App Mobile,0,183.33,2025-06-05,884,spain
PT-695,App Mobile,0,437.62,2025-04-24,634,portugal
IT-698,E-commerce,0,260.26,2025-05-16,96,Italy
NL-700,E-commerce,0,249.32,2025-05-26,801,Netherlands
ES-701,App Mobile,0,340.18,2025-06-13,855,Spain
FR-702,App Mobile,0,333.21,2025-05-29,764,France
IT-703,E-commerce,0,472.8,2025-05-05,660,IT
FR-704,E-commerce,0,328.55,2025-05-18,418,France
DE-705,E-commerce,0,190.64,2025-04-18,47,DE
DE-706,App Mobile,0,118.14,2025-05-05,268,germany
FR-707,E-commerce,0,89.46,2025-05-23,154,france
PT-708,App Mobile,0,231.49,2025-04-16,951,Portugal
IT-709,App Mobile,0,284.08,2025-04-28,596,italy
PT-710,E-commerce,0,440.06,2025-06-17,826,PT
ES-711,App Mobile,0,226.56,2025-05-24,695,spain
FR-713,App Mobile,0,548.6,2025-05-06,253,FR
FR-714,App Mobile,0,181.1,2025-04-18,764,France
IT-715,E-commerce,0,512.83,2025-06-15,830,italy
IT-716,E-commerce,0,483.65,2025-04-19,508,italy
IT-718,App Mobile,1,180.9,2025-05-17,952,IT
IT-719,E-commerce,0,381.98,2025-04-22,992,Italy
FR-72,E-commerce,0,622.14,2025-05-19,710,France
NL-722,App Mobile,0,238.35,2025-05-04,620,NL
FR-724,E-commerce,0,183.62,2025-05-30,227,FR
IT-725,App Mobile,0,401.53,2025-06-15,445,Italy
NL-727,E-commerce,0,330.45,2025-04-22,834,Netherlands
NL-728,App Mobile,1,309.68,2025-05-18,258,Netherlands
IT-729,E-commerce,0,350.42,2025-04-27,190,italy
ES-73,E-commerce,0,453.55,2025-05-19,477,Spain
IT-730,E-commerce,0,191.32,2025-05-19,53,Italy
DE-736,E-commerce,0,572.2,2025-04-14,505,Germany
ES-737,E-commerce,0,410.06,2025-04-22,802,ES
ES-739,App Mobile,0,350.65,2025-05-05,885,spain
NL-740,E-commerce,0,415.23,2025-04-29,370,Netherlands
IT-742,App Mobile,0,227.27,2025-04-20,123,Italy
DE-744,App Mobile,0,202.93,2025-06-06,736,DE
IT-745,E-commerce,0,120.29,2025-04-28,556,italy
ES-746,E-commerce,0,302.4,2025-05-16,522,ES
DE-747,App Mobile,0,250.93,2025-04-21,442,germany
DE-749,E-commerce,0,240.91,2025-04-26,993,DE
IT-75,App Mobile,0,526.82,2025-05-22,469,italy
PT-750,E-commerce,0,230.45,2025-04-16,665,Portugal
FR-751,E-commerce,0,342.96,2025-06-16,811,FR
NL-753,App Mobile,0,368.2,2025-04-05,684,NL
NL-755,App Mobile,0,298.02,2025-06-14,369,Netherlands
FR-756,E-commerce,0,481.76,2025-06-13,499,FR
ES-757,E-commerce,0,309.83,2025-04-26,161,ES
IT-760,E-commerce,0,248.96,2025-04-04,172,italy
DE-761,E-commerce,0,232.67,2025-05-31,858,Germany
DE-762,E-commerce,0,222.42,2025-06-13,76,Germany
PT-763,E-commerce,0,301.16,2025-04-21,602,PT
ES-765,E-commerce,0,536.98,2025-04-20,417,ES
PT-766,App Mobile,0,399.31,2025-06-16,955,PT
ES-767,App Mobile,0,423.12,2025-04-19,427,ES
NL-768,E-commerce,0,220.42,2025-05-28,247,Netherlands
IT-769,E-commerce,0,490.92,2025-05-05,501,italy
PT-770,E-commerce,0,430.6,2025-04-28,714,Portugal
DE-772,E-commerce,0,334.34,2025-04-28,970,germany
PT-774,App Mobile,0,335.05,2025-05-22,798,Portugal
NL-776,E-commerce,0,294.06,2025-05-18,361,NL
NL-777,E-commerce,0,310.71,2025-05-28,572,Netherlands
DE-778,E-commerce,0,96.18,2025-04-13,548,germany
NL-779,App Mobile,0,194.09,2025-04-17,577,NL
DE-78,E-commerce,0,683.47,2025-05-18,321,DE
IT-780,App Mobile,0,242.5,2025-04-13,407,italy
IT-781,App Mobile,0,232.42,2025-04-23,639,IT
DE-782,App Mobile,0,400.44,2025-04-13,19,germany
FR-785,App Mobile,0,200.97,2025-05-31,393,france
FR-787,E-commerce,0,282.36,2025-06-17,610,FR
PT-790,E-commerce,0,639.14,2025-04-19,829,portugal
NL-794,App Mobile,0,230.88,2025-05-24,215,netherlands
PT-795,App Mobile,0,275.01,2025-04-21,741,Portugal
ES-796,App Mobile,0,186.54,2025-05-04,754,ES
IT-797,E-commerce,0,266.9,2025-05-21,657,Italy
ES-798,E-commerce,0,341.26,2025-04-04,565,spain
FR-799,App Mobile,0,251.92,2025-04-16,897,France
IT-8,App Mobile,0,408.13,2025-05-26,277,italy
FR-80,E-commerce,0,369.31,2025-05-25,735,france
IT-800,E-commerce,0,555.4,2025-05-24,96,italy
IT-801,E-commerce,0,476.87,2025-04-04,876,italy
ES-802,App Mobile,0,456.18,2025-04-30,920,ES
FR-808,E-commerce,0,168.3,2025-04-27,153,FR
DE-81,App Mobile,1,449.17,2025-05-18,130,germany
PT-810,App Mobile,0,319.98,2025-06-16,913,PT
ES-811,App Mobile,0,427.27,2025-04-27,29,spain
IT-812,E-commerce,0,246.26,2025-04-21,256,italy
FR-815,App Mobile,0,160.89,2025-04-27,506,france
IT-816,App Mobile,1,160.14,2025-05-15,456,IT
NL-817,E-commerce,1,67.02,2025-05-06,485,Netherlands
FR-818,E-commerce,0,250.7,2025-06-16,473,FR
PT-819,E-commerce,0,143.36,2025-04-26,653,PT
NL-82,E-commerce,0,753.88,2025-04-14,872,netherlands
DE-820,E-commerce,0,463.74,2025-04-20,280,Germany
FR-821,App Mobile,1,262.23,2025-05-14,233,FR
ES-822,App Mobile,1,202.69,2025-05-18,690,spain
NL-823,App Mobile,0,480.96,2025-04-24,323,Netherlands
IT-824,E-commerce,0,223.28,2025-05-05,604,Italy
PT-825,App Mobile,1,295.16,2025-05-13,643,Portugal
FR-827,E-commerce,0,251.9,2025-06-14,253,FR
PT-830,App Mobile,0,226.8,2025-06-14,659,PT
ES-832,E-commerce,0,266.58,2025-04-23,570,ES
FR-833,E-commerce,0,217.91,2025-04-29,511,FR
IT-834,App Mobile,0,196.52,2025-06-17,626,Italy
FR-837,E-commerce,0,570.97,2025-05-05,453,France
ES-838,E-commerce,0,348.02,2025-05-27,903,ES
IT-839,App Mobile,0,182.98,2025-05-31,935,italy
FR-84,E-commerce,0,519.81,2025-05-17,932,france
ES-842,App Mobile,0,181.08,2025-04-21,636,spain
FR-843,App Mobile,0,232.34,2025-06-06,551,france
ES-844,E-commerce,0,233.87,2025-05-25,802,spain
IT-845,E-commerce,0,310.35,2025-05-26,612,IT
FR-846,App Mobile,0,425.02,2025-04-17,541,FR
DE-848,App Mobile,0,181.08,2025-06-06,500,DE
NL-849,E-commerce,1,167.31,2025-06-06,869,NL
NL-85,E-commerce,0,410.73,2025-05-15,344,Netherlands
IT-850,E-commerce,0,472.29,2025-04-19,658,italy
IT-852,App Mobile,0,387.92,2025-04-23,745,IT
IT-853,App Mobile,0,150.6,2025-04-28,883,Italy
IT-854,E-commerce,0,255.78,2025-04-16,254,italy
FR-855,App Mobile,0,390.32,2025-05-21,710,France
DE-856,E-commerce,0,206.9,2025-04-17,648,DE
FR-857,App Mobile,0,377.18,2025-04-16,133,France
PT-858,E-commerce,0,142.03,2025-05-14,659,PT
FR-859,E-commerce,0,289.32,2025-05-22,39,france
FR-86,App Mobile,0,709.19,2025-06-15,453,FR
ES-861,E-commerce,0,406.56,2025-04-21,99,Spain
DE-862,App Mobile,0,233.9,2025-06-06,912,DE
FR-863,E-commerce,0,384.64,2025-04-17,39,france
FR-864,E-commerce,1,282.2,2025-04-06,867,France
DE-865,E-commerce,0,362.23,2025-05-29,117,germany
NL-866,App Mobile,0,411.3,2025-04-23,796,Netherlands
ES-868,App Mobile,0,66.93,2025-05-24,394,ES
DE-87,E-commerce,0,350.92,2025-04-14,863,germany
FR-870,App Mobile,0,363.72,2025-05-28,386,France
DE-871,E-commerce,0,-381.21,2025-04-05,996,DE
NL-872,E-commerce,1,116.41,2025-04-06,471,netherlands
NL-873,E-commerce,0,263.07,2025-05-22,872,NL
ES-874,E-commerce,0,259.33,2025-06-16,531,Spain
IT-875,App Mobile,1,161.27,2025-05-17,54,Italy
FR-876,App Mobile,0,142.9,2025-04-23,513,france
NL-878,E-commerce,0,309.83,2025-04-16,800,NL
FR-879,E-commerce,0,206.99,2025-04-27,387,france
FR-88,App Mobile,0,577.9,2025-04-13,569,France
IT-880,App Mobile,0,242.44,2025-04-19,380,IT
PT-882,App Mobile,0,88.11,2025-06-15,634,portugal
PT-883,App Mobile,0,422.95,2025-05-21,659,PT
IT-884,App Mobile,0,402.96,2025-06-04,609,italy
ES-885,App Mobile,0,273.51,2025-04-22,922,Spain
IT-886,E-commerce,0,240.1,2025-05-25,53,Italy
DE-89,E-commerce,0,312.2,2025-04-25,46,Germany
PT-890,E-commerce,0,323.23,2025-04-18,625,portugal
FR-895,App Mobile,0,61.09,2025-05-31,711,france
ES-896,App Mobile,1,182.89,2025-05-16,9,Spain
FR-899,App Mobile,0,291.04,2025-05-24,339,france
FR-90,E-commerce,0,377.12,2025-05-26,2,France
DE-902,App Mobile,0,305.5,2025-05-29,656,DE
PT-903,App Mobile,0,446.43,2025-04-19,727,PT
NL-904,E-commerce,0,222.07,2025-05-05,699,NL
NL-905,App Mobile,0,133.9,2025-05-30,422,NL
FR-906,E-commerce,0,297.44,2025-04-28,664,FR
DE-907,E-commerce,0,247.13,2025-04-18,113,DE
IT-908,App Mobile,0,224.36,2025-04-26,196,italy
PT-909,App Mobile,0,461.34,2025-04-22,739,PT
FR-912,E-commerce,1,113.2,2025-04-06,39,France
PT-913,App Mobile,0,303.24,2025-05-27,729,Portugal
NL-914,App Mobile,0,461.95,2025-05-25,684,NL
DE-915,E-commerce,0,241.74,2025-04-20,672,DE
NL-916,App Mobile,1,245.94,2025-05-18,342,NL
NL-918,E-commerce,0,256.76,2025-04-15,226,NL
IT-92,App Mobile,0,611.46,2025-05-30,691,Italy
FR-921,App Mobile,1,117.84,2025-05-19,283,france
ES-922,E-commerce,0,342.07,2025-05-23,246,spain
FR-924,E-commerce,0,430.55,2025-05-04,74,france
FR-925,E-commerce,0,343.79,2025-04-24,692,france
FR-926,E-commerce,0,110.78,2025-05-29,393,france
FR-927,App Mobile,0,371.36,2025-06-15,233,FR
ES-931,E-commerce,0,270.18,2025-06-17,269,ES
NL-932,App Mobile,0,317.29,2025-06-14,323,NL
FR-934,E-commerce,0,146.03,2025-05-16,506,France
IT-937,App Mobile,0,293.28,2025-06-16,649,italy
ES-938,E-commerce,0,360.58,2025-05-19,42,Spain
FR-94,E-commerce,0,396.88,2025-04-13,165,France
PT-940,App Mobile,0,268.77,2025-04-21,988,Portugal
IT-942,E-commerce,0,376.17,2025-04-29,75,IT
FR-943,App Mobile,1,210.59,2025-05-16,230,france
DE-944,E-commerce,0,246.83,2025-06-14,173,Germany
FR-945,E-commerce,0,295.02,2025-04-17,304,FR
NL-946,App Mobile,0,192.66,2025-04-16,289,NL
NL-947,E-commerce,0,97.73,2025-06-16,127,Netherlands
NL-949,E-commerce,0,87.45,2025-05-30,91,NL
IT-950,E-commerce,0,524.09,2025-05-27,935,IT
IT-952,E-commerce,0,258.61,2025-04-25,252,italy
NL-953,App Mobile,0,532.3,2025-04-16,400,netherlands
NL-955,App Mobile,0,490.7,2025-05-25,936,netherlands
IT-956,App Mobile,0,166.11,2025-05-31,456,Italy
IT-957,App Mobile,1,212.16,2025-05-15,181,IT
DE-958,E-commerce,0,68.31,2025-05-22,958,DE
ES-959,E-commerce,0,167.82,2025-05-04,959,spain
FR-96,E-commerce,0,522.01,2025-04-20,135,FR
DE-960,E-commerce,0,223.28,2025-05-28,237,DE
NL-961,E-commerce,0,282.53,2025-06-17,613,netherlands
NL-963,E-commerce,0,173.16,2025-06-04,342,NL
PT-965,E-commerce,0,316.76,2025-05-27,988,Portugal
IT-966,E-commerce,0,200.11,2025-05-17,326,IT
IT-967,App Mobile,0,281.54,2025-04-26,496,IT
FR-968,E-commerce,0,484.9,2025-06-13,350,France
IT-969,E-commerce,0,216.4,2025-05-22,792,italy
DE-971,App Mobile,0,185.94,2025-05-21,58,Germany
FR-973,App Mobile,0,442.48,2025-06-17,953,France
DE-975,App Mobile,0,437.07,2025-04-14,560,germany
PT-976,E-commerce,1,220.59,2025-06-06,682,Portugal
FR-977,App Mobile,0,189.74,2025-04-22,415,FR
PT-978,E-commerce,0,355.24,2025-04-20,634,Portugal
FR-979,E-commerce,0,228.04,2025-04-22,638,FR
NL-98,E-commerce,0,413.91,2025-05-20,879,NL
DE-980,App Mobile,0,448.26,2025-05-27,220,DE
DE-981,E-commerce,0,149.36,2025-04-15,733,Germany
DE-982,App Mobile,1,193.4,2025-05-19,70,DE
DE-985,E-commerce,0,239.39,2025-04-05,697,DE
FR-986,App Mobile,0,229.64,2025-05-23,735,france
DE-989,E-commerce,0,287.64,2025-05-27,22,Germany
FR-990,App Mobile,0,458.36,2025-04-17,327,France
NL-991,App Mobile,0,200.08,2025-04-20,734,NL
DE-992,App Mobile,1,214.08,2025-05-13,375,DE
ES-993,E-commerce,0,311.37,2025-04-21,99,ES
PT-994,App Mobile,1,477.09,2025-05-15,798,PT
ES-995,E-commerce,0,489.02,2025-05-19,565,spain
FR-999,E-commerce,0,109.62,2025-06-16,416,FR
