product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender
311,Essential Cotton Dress,Dresses,Tiva,W,XL,43.38,23.06,female
499,Sleepwear Drop 4,Sleepwear,Tiva,green,M,30.07,20.82,female
345,Tailored Crew Tee,T-Shirts,Tiva,red,S,46.36,24.09,F
312,Essential Satin Dress,Dresses,Tiva,Red,XL,43.84,18.57,female
425,Elegant Boxy Set,Sleepwear,Tiva,red,S,53.99,22.53,F
154,Classic Crew Set,Sleepwear,Tiva,Red,XL,53.74,29.39,female
361,Tailored Linen Set,Sleepwear,Tiva,W,M,51.76,26.73,female
169,Vintage Linen Set,Sleepwear,Tiva,Red,XL,32.94,13.58,female
349,Tailored Satin Shoes,Shoes,Tiva,green,35,46.72,23.94,female
224,Relaxed Linen Dress,Dresses,Tiva,red,L,75.4,38.48,female
116,Modern High-Waist Trousers,Pants,Tiva,green,M,74.81,49.48,F
217,Polished Cotton Tee,T-Shirts,Tiva,W,XS,52.12,25.94,female
371,Elegant Cotton Tee,T-Shirts,Tiva,white,XL,63.82,27.46,Female
26,Soft Crew Shoes,Shoes,Tiva,White,40,57.48,36.53,F
431,Elegant Boxy Shoes,Shoes,Tiva,Blue,35,30.41,13.47,Female
214,Vintage Crew Trousers,Pants,Tiva,blue,S,59.07,27.6,Female
278,Essential Wrap Tee,T-Shirts,Tiva,Red,M,50.41,29.99,F
205,Vintage Satin Trousers,Pants,Tiva,green,XS,24.05,14.0,F
316,Essential High-Waist Tee,T-Shirts,Tiva,Red,XS,45.73,27.84,F
272,Essential Linen Shoes,Shoes,Tiva,W,38,74.17,47.69,F
112,Modern Sleeveless Set,Sleepwear,Tiva,Black,XS,61.2,27.44,F
306,Relaxed Silk Set,Sleepwear,Tiva,G,XS,74.67,51.73,female
359,Tailored Silk Shoes,Shoes,Tiva,blue,38,74.28,50.66,female
453,Bold Silk Tee,T-Shirts,Tiva,B,XS,32.05,16.9,F
368,Elegant Linen Tee,T-Shirts,Tiva,G,L,53.48,35.92,Female
398,Elegant Linen Set,Sleepwear,Tiva,Red,L,71.15,37.62,female
313,Relaxed Crew Set,Sleepwear,Tiva,red,L,35.69,14.55,female
40,Soft High-Waist Trousers,Pants,Tiva,white,L,53.19,28.3,female
302,Essential Satin Tee,T-Shirts,Tiva,Green,XS,43.4,24.28,female
72,Classic Wrap Dress,Dresses,Tiva,Red,M,72.8,33.46,F
77,Classic Linen Dress,Dresses,Tiva,Black,XS,52.38,33.07,Female
487,Bold High-Waist Shoes,Shoes,Tiva,black,38,49.84,20.62,Female
234,Polished Sleeveless Tee,T-Shirts,Tiva,Blue,S,80.0,43.82,female
74,Modern Wrap Set,Sleepwear,Tiva,Red,XS,40.94,26.39,female
228,Vintage Boxy Trousers,Pants,Tiva,B,L,46.89,24.29,Female
168,Vintage Ribbed Tee,T-Shirts,Tiva,Red,M,54.74,24.96,F
6,Soft Wrap Shoes,Shoes,Tiva,green,36,70.86,31.66,F
343,Tailored Satin Tee,T-Shirts,Tiva,White,L,34.39,15.54,Female
320,Essential Crew Dress,Dresses,Tiva,Blue,S,74.26,35.28,Female
208,Polished Wrap Tee,T-Shirts,Tiva,Green,M,37.45,22.43,female
252,Relaxed Linen Tee,T-Shirts,Tiva,Black,S,51.17,26.38,female
472,Tailored Satin Trousers,Pants,Tiva,W,XL,59.9,41.39,Female
21,Soft Silk Shoes,Shoes,Tiva,red,36,43.3,25.27,F
222,Relaxed Wrap Dress,Dresses,Tiva,black,M,57.19,32.63,F
17,Soft Satin Dress,Dresses,Tiva,Blue,L,51.9,25.5,female
362,Tailored Ribbed Set,Sleepwear,Tiva,White,L,32.64,19.36,Female
84,Modern Cotton Shoes,Shoes,Tiva,B,38,31.84,13.34,female
257,Relaxed Crew Shoes,Shoes,Tiva,B,40,77.9,53.04,female
75,Modern Linen Set,Sleepwear,Tiva,green,M,52.83,32.33,female
270,Relaxed Silk Tee,T-Shirts,Tiva,W,S,70.46,34.39,Female
445,Bold Cotton Set,Sleepwear,Tiva,White,S,52.28,33.66,F
167,Vintage Silk Shoes,Shoes,Tiva,B,36,70.55,35.01,Female
242,Relaxed Ribbed Shoes,Shoes,Tiva,Black,XS,51.25,35.17,F
187,Vintage Ribbed Trousers,Pants,Tiva,blue,M,30.19,19.48,F
147,Vintage Linen Shoes,Shoes,Tiva,black,35,52.91,30.84,F
386,Tailored High-Waist Dress,Dresses,Tiva,green,L,51.38,32.94,female
197,Polished Linen Shoes,Shoes,Tiva,black,35,66.68,41.19,female
475,Dresses Drop 3,Dresses,Tiva,red,S,39.69,22.16,female
482,Dresses Drop 6,Dresses,Tiva,B,XL,47.59,28.97,Female
305,Relaxed Wrap Trousers,Pants,Tiva,B,L,60.79,37.56,Female
46,Soft Cotton Set,Sleepwear,Tiva,Blue,XS,25.15,15.06,F
480,Dresses Drop 5,Dresses,Tiva,Black,XL,51.63,28.75,Female
50,Modern Wrap Tee,T-Shirts,Tiva,Red,M,61.95,28.22,Female
209,Polished Ribbed Shoes,Shoes,Tiva,G,40,32.41,13.01,F
439,Tailored Linen Trousers,Pants,Tiva,Black,M,53.93,33.0,Female
67,Modern Crew Tee,T-Shirts,Tiva,B,XS,67.37,29.8,F
150,Vintage Wrap Tee,T-Shirts,Tiva,Green,XS,50.04,24.2,Female
76,Modern Cotton Trousers,Pants,Tiva,Blue,L,51.7,31.99,female
367,Tailored Silk Dress,Dresses,Tiva,G,M,51.38,35.37,female
174,Vintage Ribbed Set,Sleepwear,Tiva,Red,XL,26.41,12.36,female
291,Essential Silk Shoes,Shoes,Tiva,G,XS,59.56,24.37,Female
452,Bold Crew Dress,Dresses,Tiva,Red,XS,30.85,17.51,female
134,Classic Ribbed Trousers,Pants,Tiva,blue,XL,61.75,30.95,female
347,Tailored Sleeveless Tee,T-Shirts,Tiva,Blue,XS,59.92,35.38,F
280,Essential Linen Tee,T-Shirts,Tiva,green,XS,44.14,28.19,female
461,Bold High-Waist Tee,T-Shirts,Tiva,green,M,54.91,23.9,female
166,Vintage Satin Shoes,Shoes,Tiva,Black,40,65.26,42.46,Female
344,Tailored Silk Tee,T-Shirts,Tiva,Blue,XL,42.1,22.32,Female
459,Bold High-Waist Dress,Dresses,Tiva,G,XS,75.17,31.34,F
348,Essential Silk Set,Sleepwear,Tiva,green,S,34.47,14.26,Female
27,Soft Boxy Dress,Dresses,Tiva,Red,XL,57.35,26.38,Female
374,Tailored Cotton Set,Sleepwear,Tiva,Black,XL,43.43,26.27,F
173,Polished Linen Dress,Dresses,Tiva,W,L,49.74,27.54,Female
353,Relaxed High-Waist Trousers,Pants,Tiva,white,XS,69.54,41.56,Female
451,Bold Satin Tee,T-Shirts,Tiva,red,XL,37.8,23.93,F
405,Elegant Silk Dress,Dresses,Tiva,Blue,XL,34.71,17.22,Female
436,Bold Wrap Shoes,Shoes,Tiva,blue,40,49.81,30.4,Female
488,Sleepwear Drop 3,Sleepwear,Tiva,Red,M,50.68,24.54,F
137,Classic Satin Trousers,Pants,Tiva,white,XL,46.52,25.85,Female
161,Vintage Linen Tee,T-Shirts,Tiva,W,S,45.75,23.35,F
388,Tailored Boxy Dress,Dresses,Tiva,Black,S,34.23,15.51,Female
38,Soft Crew Tee,T-Shirts,Tiva,Red,XS,62.8,26.96,F
372,Essential Linen Trousers,Pants,Tiva,Blue,S,63.79,25.86,Female
188,Polished Wrap Shoes,Shoes,Tiva,Green,38,55.01,31.17,Female
260,Relaxed Silk Dress,Dresses,Tiva,White,XS,64.28,27.59,Female
81,Modern Ribbed Set,Sleepwear,Tiva,Black,XL,29.63,19.52,F
194,Vintage Sleeveless Set,Sleepwear,Tiva,White,M,64.11,37.82,Female
432,Bold Linen Tee,T-Shirts,Tiva,B,M,52.39,32.92,F
296,Relaxed Boxy Dress,Dresses,Tiva,Black,M,67.07,37.34,F
266,Polished Crew Trousers,Pants,Tiva,Green,L,61.67,38.37,Female
33,Modern Wrap Dress,Dresses,Tiva,blue,XL,65.23,27.36,F
290,Relaxed Cotton Set,Sleepwear,Tiva,blue,XL,50.86,29.36,F
113,Classic Boxy Dress,Dresses,Tiva,W,XS,39.18,26.6,F
85,Classic Satin Dress,Dresses,Tiva,red,XS,37.35,18.42,female
245,Relaxed Cotton Dress,Dresses,Tiva,Blue,L,24.91,10.08,F
428,Elegant High-Waist Shoes,Shoes,Tiva,blue,38,61.22,40.79,F
240,Polished Linen Trousers,Pants,Tiva,B,M,38.14,17.28,Female
356,Essential High-Waist Set,Sleepwear,Tiva,black,XL,72.41,42.92,F
210,Vintage Boxy Set,Sleepwear,Tiva,B,XL,57.32,25.69,F
151,Classic Sleeveless Trousers,Pants,Tiva,White,L,36.47,24.53,Female
42,Soft Ribbed Set,Sleepwear,Tiva,green,L,54.2,29.73,Female
20,Soft Crew Dress,Dresses,Tiva,White,XS,45.42,22.14,Female
39,Soft Sleeveless Trousers,Pants,Tiva,red,M,29.97,18.14,Female
470,Sleepwear Drop 2,Sleepwear,Tiva,W,XL,67.73,46.66,Female
490,Bold Boxy Shoes,Shoes,Tiva,black,35,39.42,26.3,Female
326,Essential High-Waist Dress,Dresses,Tiva,white,S,56.7,35.23,Female
53,Soft Boxy Shoes,Shoes,Tiva,Black,XS,57.17,38.98,F
414,Elegant Crew Set,Sleepwear,Tiva,Blue,XS,35.2,20.14,Female
244,Relaxed Cotton Shoes,Shoes,Tiva,Red,40,59.32,30.32,F
281,Polished Sleeveless Trousers,Pants,Tiva,B,M,65.94,43.98,F
463,Bold Boxy Dress,Dresses,Tiva,B,S,70.56,44.02,Female
400,Essential Silk Trousers,Pants,Tiva,Black,L,29.68,18.59,female
350,Essential Crew Set,Sleepwear,Tiva,red,XS,27.62,16.23,F
395,Elegant Linen Dress,Dresses,Tiva,black,L,42.31,21.25,female
289,Relaxed High-Waist Dress,Dresses,Tiva,white,XS,41.51,20.17,F
11,Soft Ribbed Shoes,Shoes,Tiva,green,38,51.09,20.75,Female
437,Elegant Boxy Dress,Dresses,Tiva,G,L,62.17,26.23,F
417,Elegant Silk Shoes,Shoes,Tiva,W,38,38.42,18.75,Female
170,Vintage Boxy Dress,Dresses,Tiva,Blue,XL,51.27,29.6,F
413,Elegant Satin Shoes,Shoes,Tiva,Black,40,76.15,52.18,female
258,Relaxed Sleeveless Shoes,Shoes,Tiva,Red,36,31.48,19.17,F
287,Relaxed Ribbed Set,Sleepwear,Tiva,Blue,XL,60.34,32.56,Female
79,Modern Satin Trousers,Pants,Tiva,red,L,63.22,32.09,female
409,Elegant Ribbed Shoes,Shoes,Tiva,Red,35,47.84,32.13,female
248,Polished Boxy Tee,T-Shirts,Tiva,white,XL,36.79,25.38,F
52,Modern Linen Tee,T-Shirts,Tiva,W,XL,53.61,33.91,Female
333,Relaxed Silk Trousers,Pants,Tiva,Red,S,46.04,18.61,female
354,Tailored High-Waist Tee,T-Shirts,Tiva,Black,S,52.42,23.53,female
422,Elegant High-Waist Set,Sleepwear,Tiva,G,M,55.91,35.61,Female
427,Bold Wrap Set,Sleepwear,Tiva,Black,XL,36.01,19.17,Female
180,Vintage Sleeveless Shoes,Shoes,Tiva,blue,40,38.81,17.13,F
35,Modern Ribbed Dress,Dresses,Tiva,White,XL,61.61,42.49,Female
283,Essential Ribbed Shoes,Shoes,Tiva,red,38,39.62,20.31,female
338,Essential Ribbed Set,Sleepwear,Tiva,White,M,33.39,20.4,Female
149,Classic Crew Trousers,Pants,Tiva,green,L,42.24,17.55,female
357,Essential Boxy Set,Sleepwear,Tiva,G,XL,56.91,23.22,Female
5,Soft Wrap Trousers,Pants,Tiva,B,M,36.84,16.46,F
183,Vintage Silk Set,Sleepwear,Tiva,White,L,47.87,32.43,female
163,Vintage Wrap Set,Sleepwear,Tiva,Blue,XS,76.96,45.41,F
235,Polished Cotton Set,Sleepwear,Tiva,black,M,23.68,10.86,F
352,Essential Sleeveless Set,Sleepwear,Tiva,G,S,61.12,40.15,Female
247,Polished Cotton Trousers,Pants,Tiva,Black,L,58.86,31.1,female
